District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Jalna,Rabi,Black,50.483192013904265,33.63719328707846,62.396708718798685,7.69502121972993,23.866704385285153,65.66557154383635,67.24847130151562,Jowar
Jalna,Kharif,Black,55.23990922707939,29.290297405620898,60.65756523733022,6.883005326608662,27.219801551144965,77.23536726662273,60.5414804172687,Bajra
Jalna,Rabi,Black,45.33403513322439,33.83856932130758,56.28887946755866,7.383572945635737,26.74029059813995,74.23163312833087,77.52936179413868,Jowar
Jalna,Kharif,Black,56.915773384530816,30.878076901601393,62.2483165320106,7.532639309406916,28.036643974627808,68.74194761144075,74.89013691608615,Bajra
Jalna,Kharif,Black,53.96275667221063,34.65511051802107,62.904633983212435,8.532282539442425,25.331105015276034,73.03742862893483,68.55131035782456,Bajra
Jalna,Rabi,Black,52.79689461330862,31.67169467497285,67.12069369964989,8.077608090212948,26.713064021406996,67.44813183629343,70.61980261480446,Jowar
Jalna,Kharif,Black,59.578076811938836,34.68733064059045,57.715245646232056,7.582849882461696,27.84503420936936,68.39044228051105,61.2976817413017,Bajra
Jalna,Rabi,Black,56.115597316271824,34.231924233070906,54.628708196980604,7.230996324027731,28.682982709311315,64.25641034712947,90.3307235682651,Jowar
Jalna,Kharif,Black,58.988741513217946,29.201375839874807,65.61367314462687,7.666040090494182,28.671211225836394,58.84178239403456,87.67083069893766,Bajra
Jalna,Zaid,Black,59.99655637052951,33.14804461240817,54.54588909915445,7.5125562677269455,25.621663297019765,75.76610955405818,66.80759875587201,Fodder
Jalna,Kharif,Black,54.94388413240957,31.09379506863729,61.37108322326294,7.501637920180328,26.457292344225372,61.61105840709186,86.82129347416307,Bajra
Jalna,Zaid,Black,50.311889332812896,37.15268848496818,55.611663908209785,8.43567397873128,28.834251347416632,67.00475996117041,56.800716297066835,Fodder
Jalna,Rabi,Black,58.8195529311503,34.228925260893526,66.066083430913,7.541053861798819,26.225782908342048,57.696548438743044,90.34956230724762,Jowar
Jalna,Rabi,Black,50.82823987281599,36.520794405477005,54.782213700109956,8.135627765262615,28.623149189715882,58.97025909482414,52.212207377698036,Jowar
Jalna,Rabi,Black,53.702125503975786,35.747520020627114,59.69038966148895,7.184573313820659,28.246962547477082,73.5749798523232,80.67490024381154,Jowar
Jalna,Kharif,Black,54.25417662692633,35.67092045489098,57.058735658765855,8.241090317512514,29.518991787427687,62.928406440951555,86.98394381177836,Bajra
Jalna,Zaid,Black,60.565907360900326,34.270906703298586,57.428772245518694,8.352977319272014,27.00336453607125,65.38191474883567,70.84887344458647,Fodder
Jalna,Zaid,Black,55.29259578166625,31.412563317686132,54.793573127320236,7.91686305576421,25.74251851845234,76.1465173833068,53.9869865053198,Fodder
Jalna,Kharif,Black,52.28679408591853,31.649987331084436,54.022899227798874,8.491396990407484,29.317874059647888,63.655238008144316,66.31102625239771,Bajra
Jalna,Kharif,Black,48.91341174603276,33.766250250245605,58.40949594189227,7.698612220198603,27.843614276221697,69.92703817444053,84.35725176728133,Bajra
Jalna,Kharif,Black,52.350257821743966,32.78988238707421,61.35628175574726,8.342077842940078,27.99314165629736,73.1005418468702,61.58652204983906,Bajra
Jalna,Zaid,Black,54.39004966227719,33.69815148359827,62.300943275964215,7.819448303715165,27.701257303849278,55.73755645287148,78.42983996928074,Fodder
Jalna,Rabi,Black,55.01164575960383,30.526209756610335,63.92561703272886,7.627896223291123,25.066471847248028,78.03307578479779,66.58608379203118,Jowar
Jalna,Kharif,Black,56.831929536223164,34.97828595452644,59.73077013672949,7.886234849764853,26.112532102862218,64.83662733157271,87.75811091284291,Bajra
Jalna,Rabi,Black,48.444339722233316,32.09045365816953,57.71415540459483,7.894642601205664,28.894403386868273,80.48383986149062,75.66564325400348,Jowar
Jalna,Rabi,Black,49.99619460112067,35.10596288429732,62.7701280355398,8.175776801186329,24.81595166150047,69.48589258273961,72.01416897398799,Jowar
Jalna,Kharif,Black,57.97955416716965,32.67282471913188,55.788953192436466,7.514290090938284,28.17568109923855,60.680570153898636,72.44042702404083,Bajra
Jalna,Zaid,Black,57.45574519997596,34.64013800788373,54.9263221648727,7.585042569325099,25.60130524298292,65.80850725507561,87.65316328344966,Fodder
Jalna,Zaid,Black,60.242406937364336,31.29856759367553,66.47894649723412,8.394296624436848,25.222342529336057,67.15250842736918,73.05176996426007,Fodder
Jalna,Rabi,Black,59.17528224732681,34.59713070486333,59.48579270544054,7.676807093501422,25.102166321936487,69.79213362329094,89.80884815017605,Jowar
Jalna,Zaid,Black,52.83917765444582,32.37244687806722,63.63123915686721,6.964484489232406,25.300862265485538,61.21410170276765,79.77551379390061,Fodder
Jalna,Zaid,Black,57.17081418678522,38.81902895868167,60.24377751015167,8.436355800404032,26.981868114836402,74.10636684537035,72.75951988486905,Fodder
Jalna,Zaid,Black,54.72932529286104,39.283105852827724,61.157197198260896,7.84585093531998,28.78327321677395,72.6930238802016,61.61808764670625,Fodder
Jalna,Zaid,Black,53.18914672198084,33.12850532075536,53.77184430844281,7.622176701577004,29.569769706258903,72.74560468534656,78.66502607146815,Fodder
Jalna,Rabi,Black,54.38205959023809,32.5955142966729,59.02647183423685,7.928852895500782,28.056423752868277,70.08663741033263,67.5458361053227,Jowar
Jalna,Rabi,Black,50.98784449341135,33.72568908353137,62.6567920103624,7.1913178053142905,25.977294370939365,68.08439180334963,73.65741020006153,Jowar
Jalna,Kharif,Black,47.73748767958932,30.554498100157826,61.183331415121756,7.622938379919154,27.477272343678568,73.23836391187596,89.25581981108837,Bajra
Jalna,Rabi,Black,54.611942735165435,32.331706468365326,60.65206347798649,8.333424306797113,28.73244115183813,57.86222787850298,60.07269531439493,Jowar
Jalna,Zaid,Black,48.364560232077466,30.416754335061135,56.12890994607226,7.741440490948358,28.236816877404127,64.21282118420818,67.64079044803994,Fodder
Jalna,Zaid,Black,59.580439631506735,37.19049695867275,58.901471725762974,7.56034515914363,26.698522249479442,80.60415020239863,59.16366996964811,Fodder
Jalna,Rabi,Black,53.12090252196037,36.70141537844133,57.56633431876298,7.489319563760932,26.321617386904773,64.05611016362317,58.00897437575323,Jowar
Jalna,Rabi,Black,56.69554721634809,36.83139513968271,58.27544742524997,8.198927912450994,29.26828383032529,66.94519730359491,59.76845265138221,Jowar
Jalna,Kharif,Black,57.8954913734537,34.896481049703205,61.668061211609114,7.6024286526234555,24.29563080204637,65.47812476830228,77.69595425364061,Bajra
Jalna,Rabi,Black,55.50519550308114,38.12991430869171,55.627184393511776,8.219148248320876,24.658406115252806,59.18554767554519,89.37647101274453,Jowar
Jalna,Kharif,Black,52.85152655763071,32.994934326419504,54.14806778577094,7.526891693440773,27.805097786284385,74.11859251263385,76.46987517471091,Bajra
Jalna,Kharif,Black,58.88543908685634,37.57896349776329,55.71830035336156,8.120870901334817,24.589434653233354,68.542941306474,84.82651403604063,Bajra
Jalna,Kharif,Black,52.43983058821295,34.675647906134536,54.495784001860024,7.619041436446402,27.450790786920788,69.06609794827168,61.707928252380775,Bajra
Jalna,Zaid,Black,57.67561109533554,33.07879611111519,59.052099694429934,8.107497626379708,26.83874071207313,61.54549534638309,72.34542550814271,Fodder
Jalna,Kharif,Black,52.703250712083474,34.54568716959849,58.74339600236418,7.324987402539679,27.025768348610754,77.15426096321104,89.4924451101069,Bajra
Jalna,Zaid,Black,59.56264220864333,30.075346562926192,59.693376024690245,7.128438868469543,27.286898824309617,63.32646905605674,61.00349054965246,Fodder
Jalna,Kharif,Black,51.39967186500449,35.171536699773355,57.07799694953218,8.29954501035048,26.632350225276575,70.79370258659422,92.94207867833396,Bajra
Jalna,Rabi,Black,52.28451098860823,36.73652961090226,61.31187068985782,8.320774278800588,24.35052423846145,68.592100588398,76.61007790008149,Jowar
Jalna,Rabi,Black,51.454759476432876,31.88625487696893,59.171522668179264,8.15575354882404,26.27371856467968,60.66019635714258,64.2246735669699,Jowar
Jalna,Rabi,Black,51.61421130062072,37.464649677211035,60.22632097907819,7.814113320123617,25.7242874126146,65.2826347663066,91.67905566875595,Jowar
Jalna,Zaid,Black,47.24615249211912,31.736883946763648,64.09918521088427,8.210358771009927,28.78996643782237,72.02318931584065,76.1340054950622,Fodder
Jalna,Rabi,Black,49.09261558651607,31.437434018242545,55.80544588695717,7.889342577178532,26.55721180096268,64.6448375391197,87.46315013392993,Jowar
Jalna,Kharif,Black,59.26717620463035,35.14241259577233,57.64693834676329,7.660564582125789,28.679892390124213,69.17018444174843,63.823758733388885,Bajra
Jalna,Rabi,Black,58.80323129545886,30.690454968828178,57.398029303899584,7.950795361183482,29.24295449393115,74.76487609003007,90.87202572216616,Jowar
Jalna,Kharif,Black,54.73123944593206,35.65714529129147,58.32663988984097,6.924660512567832,26.321597331899685,68.36815814208114,86.07425713316626,Bajra
Jalna,Rabi,Black,56.94428748526136,35.79679677965839,58.229362157072416,7.938793278449782,25.62752255257698,64.94899462340135,66.85013721068452,Jowar
Jalna,Kharif,Black,52.87499740737372,35.084110626447234,62.22132313834988,8.001234127472504,26.738545396807904,75.13007627875062,69.16532978326009,Bajra
Jalna,Kharif,Black,53.5642353472185,33.87157687931983,55.60256323789907,7.315095328792965,28.572515091900694,73.00201025942357,84.13698237981463,Bajra
Jalna,Kharif,Black,50.79800347390307,32.551095462456196,59.98029780267555,7.881787228766093,26.07384490229092,63.92887959106217,78.72592320672814,Bajra
Jalna,Rabi,Black,54.51323631030378,30.608393322449867,61.009598498688916,7.69006785713947,26.884026249191958,61.156495009220336,76.7189017656943,Jowar
Jalna,Zaid,Black,54.93039640978357,35.98526798173035,58.836126283658345,8.66352202820362,26.667123568885728,76.065196156931,65.97226815996565,Fodder
Jalna,Rabi,Black,51.86984732263905,33.265547621095536,63.454865506489,8.397425615581977,27.44862556724021,61.97425819894915,79.70130558316163,Jowar
Jalna,Kharif,Black,61.52023664801122,39.424415591539,56.59154944643651,8.602239047850489,29.263543995515015,67.6081135210266,64.96221603330616,Bajra
Jalna,Rabi,Black,55.711120366501845,35.13335661438597,60.876144931062356,7.8938474072761196,26.007201179136572,60.575515565170015,81.5461917293144,Jowar
Jalna,Kharif,Black,55.95272060354322,33.80758598366875,59.5864203764409,7.554410340118179,27.001426189883908,71.79864814243716,62.03010408860251,Bajra
Jalna,Rabi,Black,49.98083192089521,33.744085347579954,53.65566239670671,8.805046118654136,26.203484332108896,66.731993934954,82.71219841331893,Jowar
Jalna,Zaid,Black,58.58827761873981,32.48187846470041,57.76298212808336,7.503107523905658,29.80338852919098,70.13674083050185,80.29654944938916,Fodder
Jalna,Zaid,Black,51.88346837219267,34.769153961989126,67.07868944141491,6.982855369760629,27.662909880352966,64.51049970458823,77.31733909341833,Fodder
Jalna,Kharif,Black,56.68698657027475,32.92843089766157,61.45432445207079,8.072783459964395,27.047221351867663,67.42723962520539,79.01362253933384,Bajra
Jalna,Rabi,Black,54.36623547595418,35.93716707875673,56.26372829582928,7.444438903935358,27.16191186694584,65.36843921090205,91.72903188622979,Jowar
Jalna,Zaid,Black,60.46151976870977,30.512856907872052,67.55031272539284,8.412432274839922,27.90618032057421,63.301574879871154,56.81339669300624,Fodder
Jalna,Rabi,Black,57.96619705063859,33.86643102020908,65.70043937977607,6.941093057151978,29.586725598554857,70.46765597921313,64.91005144148009,Jowar
Jalna,Zaid,Black,50.46784314551019,35.837125339663096,59.12345475272364,7.653292954202462,28.248554615813642,60.209750593963676,82.25720112697752,Fodder
Jalna,Kharif,Black,48.131198896206456,35.3761836103208,61.58419978303308,7.942904237241072,27.001012845955362,59.06432102953261,73.8021921510413,Bajra
Jalna,Zaid,Black,58.05857411432583,33.37577560444114,58.56225507466567,7.212331885829536,30.17797265573438,72.39993453180236,69.64287517501275,Fodder
Jalna,Zaid,Black,56.251389631837775,33.23451461915711,59.78093977667248,7.847708603043785,29.563511227301753,77.74468411660332,73.41080225687256,Fodder
Jalna,Kharif,Black,51.74049512795829,36.6371259928077,59.717237584818804,7.6381745402179435,26.701489583117482,66.77393677807144,67.12771014727464,Bajra
Jalna,Zaid,Black,51.120089122518884,33.89520328317789,58.9307245572878,7.23916097950222,25.46384657926366,65.88203029702213,69.98263748742241,Fodder
Jalna,Rabi,Black,53.06240571675913,33.73709569148494,57.379496111759025,7.904905532091873,31.305353384652634,76.4359583142294,55.78089554357723,Jowar
Jalna,Rabi,Black,49.779773723573214,34.677959798643855,57.445092279288076,8.073680679083875,27.655757110164704,81.49161115606839,66.90310021319841,Jowar
Jalna,Kharif,Black,49.249707688766364,34.5646188805706,63.835810518168685,7.8117573527814095,27.347009090286928,68.89734144954782,88.70181237235332,Bajra
Jalna,Rabi,Black,53.61289059899732,37.3724629741443,57.80892186235011,8.125308703105203,28.160789301963373,61.961914637709036,82.87937016500825,Jowar
Jalna,Zaid,Black,57.771514466064765,32.42148564209127,57.37125643345754,7.554706637557916,28.833946200526103,73.38539212714865,76.77952325201623,Fodder
Jalna,Rabi,Black,54.6721649016891,35.94670997484356,57.70625836261844,8.296419259608543,24.927650992631555,76.55176048779704,56.362967711067164,Jowar
Jalna,Kharif,Black,54.22636934579497,35.00289663145589,62.57625477392724,8.359738075830535,31.479797982913393,69.99010242734994,76.9430642914389,Bajra
Jalna,Rabi,Black,58.41987324087005,38.385744105377896,57.16905957593282,7.715686221011552,28.686383866509225,71.7211620152937,85.34980365377331,Jowar
Jalna,Zaid,Black,53.27160237987211,33.14961330642807,61.793066851848984,7.658183026705807,26.53150538897335,64.66166303138833,57.17085262412328,Fodder
Jalna,Kharif,Black,48.89536626733883,35.92903333360364,60.778131556313475,7.481764862878342,27.76266852276859,64.1491669553557,74.63431051050735,Bajra
Jalna,Zaid,Black,54.96058362448749,33.80068252854323,57.911859043918874,7.499633702320921,25.605721972796097,61.73012999038555,71.86933835302699,Fodder
Jalna,Rabi,Black,57.16644016587817,34.15924296056412,61.22523971982255,7.370730487594626,25.702626041717128,61.916862182161,63.78266052443777,Jowar
Jalna,Rabi,Black,57.46766168339201,33.56920983933134,54.4133923069657,7.5763763009620915,27.78069801889748,78.58912782161715,65.29575134955985,Jowar
Jalna,Kharif,Black,50.581652281569994,36.97381349002391,63.62246772483596,7.193177897008436,27.73049358315449,69.62564559295642,63.64742082606132,Bajra
Jalna,Kharif,Black,53.57020092793841,33.2529764933912,59.29844667733798,7.428857027605101,28.916186532590263,72.69740515149432,79.09716913532311,Bajra
Jalna,Zaid,Black,56.22230708517024,33.47457441478175,58.84896812509053,8.185258986393999,24.666598691283596,59.74013577617301,71.23210366570815,Fodder
Jalna,Kharif,Black,49.63896296891687,34.58858163111534,65.83735292929107,8.298835632225204,26.525955263566367,63.246230561752604,63.184237283094255,Bajra
Jalna,Rabi,Black,56.02159579454555,33.83615366971162,57.64337084889382,8.133815959879795,27.991066212884643,64.15927471582515,56.25904316782184,Jowar
Jalna,Rabi,Black,60.678022824700136,33.36872308417106,62.48485721913078,7.62124101196065,29.881509702092384,64.99770943645392,58.62709726495597,Jowar
Jalna,Zaid,Black,56.8426340944956,37.01181115328103,59.431181184101874,8.261942984700259,26.720725875885062,83.03222304288138,67.30079282778333,Fodder
Jalna,Kharif,Black,54.92167021832425,30.18415646771986,63.40341772701937,7.5195766742535035,30.305833031885815,74.28014533089078,79.51569948531207,Bajra
Jalna,Kharif,Black,53.87547033277309,31.231812960473523,58.57904476243474,8.48547996425821,26.999203534198887,71.5236057796473,85.7540309776017,Bajra
Jalna,Rabi,Black,57.595600066973915,31.784387406344,61.49352058322861,7.748450504071008,27.610066785347325,81.57043769408479,57.09719521638201,Jowar
Jalna,Kharif,Black,54.36663701607796,34.45313034023549,54.80720987225075,7.131726361535518,26.603219496787865,66.22940022179465,66.58348910745322,Bajra
Jalna,Zaid,Black,54.80501522117111,33.17723046316949,60.892916781164736,7.543091480813041,27.678870006860066,69.83318893654196,93.32591079126324,Fodder
Kolhapur,Zaid,Black,67.56004931708028,41.21720526591921,50.24250387364854,7.545758355752999,20.025549904020007,61.932534888271576,101.17829429688219,Vegetables
Kolhapur,Rabi,Black,70.99231373027459,36.53111875131329,53.814534310296445,7.498436794931637,18.747813382008857,61.56064852726238,103.12349516948397,Wheat
Kolhapur,Rabi,Black,75.71328084792128,43.964115401116445,54.41686962655485,6.75596511675974,20.683950428023085,72.25546622778673,102.24794114962037,Wheat
Kolhapur,Kharif,Black,69.45448860041563,38.076873736064854,57.52446356372149,6.792615361334445,20.550938217283854,62.528345759161375,96.68663390642776,Rice
Kolhapur,Rabi,Black,68.66742516159573,36.081664085780176,55.165084168374264,6.394404022941824,20.881444697363833,65.51216130277952,102.99126581737302,Wheat
Kolhapur,Kharif,Black,68.31170433001283,40.89237162097248,58.06442425609036,7.044225428103261,22.248722459972285,62.64638430167103,94.22389434295154,Rice
Kolhapur,Rabi,Black,74.31308668676019,36.093405677983526,55.6253702592342,7.25496929655419,22.37270926103756,58.72655798969442,126.38811589468276,Wheat
Kolhapur,Zaid,Black,80.37981681497249,37.80316519576194,53.65445228906187,7.128805945908124,20.74248705579236,69.778541500068,111.71014926986085,Vegetables
Kolhapur,Zaid,Black,75.74750228534205,38.067416421847454,49.22908575704378,6.3113728149722075,22.013306199279633,64.15137331972198,124.77914867157288,Vegetables
Kolhapur,Kharif,Black,74.2627175014757,38.04775812887427,55.24794824780835,7.359106691041377,23.244766880463473,60.70156141379872,128.906797014676,Rice
Kolhapur,Zaid,Black,72.42727776210258,34.283826340194366,59.505372484034254,6.454717682378908,18.7392388672919,60.125714536701494,116.57605639289481,Vegetables
Kolhapur,Rabi,Black,72.36738906004578,37.898555839615604,49.952943929693525,7.756342755914881,20.335074249429436,66.22327342873666,104.74814943525406,Wheat
Kolhapur,Rabi,Black,67.74615909328652,41.26552368203731,60.453042452767704,6.842047385807897,18.510402382516578,69.46589488158702,103.38975028031606,Wheat
Kolhapur,Zaid,Black,82.19642284261931,40.34486296777543,52.80310332672057,7.238856807009224,20.3879682450176,67.04605024235734,123.16370825923609,Vegetables
Kolhapur,Zaid,Black,82.57309506523274,35.90789350266844,51.334777170094576,6.654096753936143,17.01653969841247,62.80136290692853,105.0544153212379,Vegetables
Kolhapur,Kharif,Black,79.21238730057365,39.3354507364551,49.66116862267206,6.551455562975912,18.575618530735937,56.28101057967527,116.9274675791432,Rice
Kolhapur,Kharif,Black,69.3628782065801,41.64081322845617,56.54107637472594,6.803613735859628,21.86240191416324,56.951024520684854,107.34373579462522,Rice
Kolhapur,Zaid,Black,81.09541385585847,38.775166165325,56.24330160334063,6.768170170720366,21.55954716431045,63.4525420104747,92.55719980375125,Vegetables
Kolhapur,Kharif,Black,82.55747427776315,40.6202853265016,57.80535359193243,7.109661792421501,21.636541260801824,64.36100801203428,90.9440208930972,Rice
Kolhapur,Kharif,Black,69.38094920631534,38.611212043318815,52.16354006369502,6.635507630147896,22.468272421049186,60.37578324649741,116.73154153421153,Rice
Kolhapur,Zaid,Black,75.51339416117115,39.93929448014584,50.65479760450413,6.790341032679869,20.784174012689597,60.058320124040705,115.91057691493171,Vegetables
Kolhapur,Kharif,Black,73.19149654707209,36.280495472776195,52.89590844002068,7.5870732394278635,21.431260773145777,59.99050598824356,118.61032625968542,Rice
Kolhapur,Zaid,Black,74.48554202140274,40.45130635795909,54.28083372937947,6.668208627765909,22.171767878728637,66.24189301804138,125.70187744481883,Vegetables
Kolhapur,Rabi,Black,83.1215122139636,34.615186022478646,51.611627461202005,6.8640619503746985,19.36243587860087,55.78369243889083,114.95927290273542,Wheat
Kolhapur,Rabi,Black,75.48503690025836,41.953180001250836,56.928014117158064,7.104656931336082,21.258770710047678,63.29153794372665,98.96605346764765,Wheat
Kolhapur,Zaid,Black,74.10759672638328,37.09328226323303,52.6902242312576,7.154301852440913,20.92450955387482,71.20924354859537,113.74664970509171,Vegetables
Kolhapur,Kharif,Black,77.98160113514383,40.53720765981851,55.87923894914242,7.129836703003467,20.394690255272454,52.957987766570994,98.46489090857393,Rice
Kolhapur,Zaid,Black,71.55108579746435,41.95429060494902,50.45896274976129,7.538894500503654,19.20084277601534,74.26396216919693,115.6485985831056,Vegetables
Kolhapur,Zaid,Black,71.59731180936613,43.67048157751387,60.85177208625218,7.208962532520117,21.083089367281932,64.88517375907371,104.25618468066047,Vegetables
Kolhapur,Rabi,Black,72.90262484973921,37.92161048371475,48.4758120383799,7.195899280056323,21.172852270869363,60.68702390202416,114.96899123199812,Wheat
Kolhapur,Kharif,Black,76.84008334482446,38.024298423252006,47.05122441650999,7.005332075845903,21.286743592911865,52.170696491478616,103.11162109715748,Rice
Kolhapur,Rabi,Black,77.14202525294206,40.65668337183604,49.640168912733046,6.796788997561119,18.174699544902325,60.76261816798662,115.74129947814494,Wheat
Kolhapur,Rabi,Black,71.84713128625286,43.083237477598615,49.01484871420597,7.065974154447166,20.061030949426318,61.746853662297845,116.56991309089693,Wheat
Kolhapur,Kharif,Black,64.15514405463651,37.46956775498377,56.74995305349054,7.132389088337023,17.90050121972751,57.90680377996266,100.83296086507642,Rice
Kolhapur,Kharif,Black,70.92676466053238,38.90317485144187,52.75039685791544,7.137637423067648,19.33109752221262,67.7883357519898,110.35420981282641,Rice
Kolhapur,Rabi,Black,79.02034954030273,34.05522501122011,51.15747936534508,6.950869598435726,22.437221573410554,55.772470368352295,109.81102023029511,Wheat
Kolhapur,Kharif,Black,77.69204511139928,43.41335496104859,49.688197349570274,6.899415410023798,18.55514649364407,65.54728385244674,103.91287675234038,Rice
Kolhapur,Kharif,Black,73.77174895328889,43.287421240083646,55.83324048425844,6.885512886524773,23.80201769462605,61.24795369618085,126.35363830132803,Rice
Kolhapur,Zaid,Black,75.15346517074265,37.959189301996055,50.73630786559961,7.274274268312843,20.974100222230014,49.21214779402091,117.44898471397373,Vegetables
Kolhapur,Rabi,Black,83.28464843927995,39.62543479174635,48.784957182345366,7.59739500563742,20.383565886852413,68.6997169246356,92.77517060716352,Wheat
Kolhapur,Rabi,Black,77.16364897869414,37.07110718381645,49.508474783378546,6.664660507713678,19.21092416574591,58.47530719606493,115.40057930429624,Wheat
Kolhapur,Rabi,Black,77.94916033443093,42.04092788428767,49.04826381818516,7.495075702830362,21.056398434518318,66.3227841969346,95.73329255595996,Wheat
Kolhapur,Zaid,Black,68.8842308937423,40.58834671639379,56.69451020473888,6.444210719222557,21.43406993749041,56.76723547709957,124.74330422576139,Vegetables
Kolhapur,Rabi,Black,73.39795874873784,37.21508320126727,49.82600933926404,6.887626499058018,18.938977332302688,55.61194494654344,134.46649457471457,Wheat
Kolhapur,Rabi,Black,77.83182320031304,34.82780055998855,58.10703401458608,7.328559484641796,20.50847359598432,67.11832053087403,109.63739199187897,Wheat
Kolhapur,Kharif,Black,75.44674094621838,37.75642553231997,60.045803033082166,6.501479722905267,22.985959366431352,65.73546056829686,109.90582822881642,Rice
Kolhapur,Kharif,Black,66.82498443072959,43.517262524883726,51.061442118005914,7.079275296902567,21.065531803307035,69.4743926860622,99.6872796264157,Rice
Kolhapur,Rabi,Black,68.97785266230828,35.03709937507027,53.41692534884996,6.627801465588873,21.146973582194477,59.00635105166611,112.80853893580841,Wheat
Kolhapur,Kharif,Black,67.83020700495594,43.52194938980336,53.74707634736603,6.846346022578979,20.403823473903625,65.09492606333662,89.71865868544886,Rice
Kolhapur,Zaid,Black,77.35252963096052,40.73483810788551,53.71096883892106,6.603530567363013,19.508602648288637,62.30842998675487,92.74619402469268,Vegetables
Kolhapur,Rabi,Black,75.85564205490576,41.89726991723841,53.932036078898335,7.4559737323497215,20.66438287221253,63.34097641070698,107.70178492106976,Wheat
Kolhapur,Rabi,Black,75.31016852222321,41.42434319677589,57.238111788988824,7.248175392222555,18.953292300624877,70.03376043384279,96.25892682519488,Wheat
Kolhapur,Rabi,Black,76.25543863540473,36.79389278489427,53.890968440084244,6.409614500794687,23.10030773443363,66.71152342114834,125.44607243964433,Wheat
Kolhapur,Kharif,Black,75.42306487209886,39.51736833829925,56.00531984644554,7.234104972634592,17.992247925454553,64.2227601595831,121.5038095168646,Rice
Kolhapur,Rabi,Black,79.00484139078497,39.95280949917118,55.87596855044673,6.675105633161809,19.62751269597149,54.28123454630065,102.90086273669702,Wheat
Kolhapur,Rabi,Black,67.69647593073121,37.237151413041765,60.11374246659476,7.105447330511454,21.195939780526146,76.46216865834862,111.5161288655174,Wheat
Kolhapur,Zaid,Black,76.8837282999849,37.4885845015457,55.58988203722791,7.190136505226538,22.008062578039976,56.47268160177399,109.07091777451161,Vegetables
Kolhapur,Zaid,Black,73.97930554301104,41.182763945607256,50.955979662653164,7.697950976585817,19.28715490754582,53.74702077026396,100.56739555407415,Vegetables
Kolhapur,Rabi,Black,70.37596498708916,36.167413075083914,49.03260889293789,6.2723395260802945,19.67395478775739,72.68661188708323,88.52570592330706,Wheat
Kolhapur,Rabi,Black,72.13988095301045,40.00161318161915,55.73931159633593,6.399823610776969,21.8579866231536,62.78454278377014,108.79425850368841,Wheat
Kolhapur,Kharif,Black,78.36841114825651,39.54144921298433,54.41781837404475,7.2875837871535,18.218931614626214,56.27434651936241,107.26542432222168,Rice
Kolhapur,Rabi,Black,74.16104663508327,40.586596020903784,52.221097522999756,6.939421013080639,20.800685332659505,61.70020010220614,124.8929441902502,Wheat
Kolhapur,Rabi,Black,72.19066455386621,34.219028459050115,51.84307989749053,7.4656584987445855,19.521355891464577,59.451850033055806,118.93737948035655,Wheat
Kolhapur,Kharif,Black,74.97210243615875,38.93672858077158,55.711440771857106,6.890444264972139,19.534111014213273,71.18254534350744,98.26482199648355,Rice
Kolhapur,Rabi,Black,71.89199422360167,33.61918483542239,55.856570296139566,7.111499110769762,19.816956022496438,53.59112856644184,95.93969437113797,Wheat
Kolhapur,Zaid,Black,72.1321994052733,36.87090254393,56.22629167201693,7.077300158385624,18.939152393525617,62.63253067197461,107.53160501971668,Vegetables
Kolhapur,Kharif,Black,78.38767906840393,38.70249963190443,58.05083661694655,7.054972474676736,19.389610879971787,69.27569115839495,129.8227405644943,Rice
Kolhapur,Kharif,Black,80.99169520488132,37.750544971467924,51.523835229658964,6.714141666269613,22.709722012216297,61.437540232124555,90.88221893796675,Rice
Kolhapur,Kharif,Black,76.2785516334054,35.20689718606011,54.4338952616458,6.795498962441652,20.849197377885773,62.80591822251361,122.53994417641654,Rice
Kolhapur,Rabi,Black,73.71458596821469,38.11612335488923,55.32074147477929,7.069318232091541,18.748337872036135,57.43047153605349,109.92912612335725,Wheat
Kolhapur,Kharif,Black,68.12246473029234,36.30224592455439,46.944712602096466,7.72745311375008,21.06666704949682,69.88919237069453,127.1946903586528,Rice
Kolhapur,Rabi,Black,70.73242717325486,39.42318891436511,55.98983415530103,7.352367765449742,19.797253371975476,58.688644048774826,110.32661912493333,Wheat
Kolhapur,Kharif,Black,74.86828923455866,41.64971725063936,57.81221603898143,7.129435688171589,21.31546227986087,60.85882124524932,119.12133698692043,Rice
Kolhapur,Rabi,Black,76.56869808256319,37.49982140844734,48.88634458058137,7.3484734226722805,22.600085262686438,66.37529394637944,118.44187477706193,Wheat
Kolhapur,Zaid,Black,72.35436366879387,37.9172848675654,54.863932732524795,6.7350401351906894,19.428764421999436,71.3325771660313,114.45592664923156,Vegetables
Kolhapur,Rabi,Black,81.23971420104591,37.344543196846686,54.03636312770976,6.537323644737111,22.134300068363242,61.07201898120012,102.91321976975102,Wheat
Kolhapur,Kharif,Black,73.33606864778339,40.36795029707319,61.86840408929128,6.797634572227831,18.939100370551085,68.3109822303013,115.9614950250649,Rice
Kolhapur,Rabi,Black,76.05614399765794,36.27408210705202,50.95305901489795,6.810018370034056,21.27922804343499,64.2107446208625,103.10959553097848,Wheat
Kolhapur,Zaid,Black,77.3135295297231,43.31322208316858,52.73533196284228,6.956985675205726,17.489778513752125,71.20847425300155,98.34757874380459,Vegetables
